Abstraction	Cohesion	Complexity	Composition	Coupling	Design Size	Effectiveness	Encapsulation	Extendibility	Flexibility	Functionality	Hierarchies	Inheritance	Messaging	Polymorphism	Reusability	Standard Cohesion	Standard Complexity	Standard Coupling	TQI	Understandability
3	3	1	5	5	7	8	5	3	6	1	2	3	1	3	1	1	4	4	1	6
6	9	13	7	11	11	18	25	9	17	18	4	8	15	11	14	13	18	13	19	18
3	6	2	5	5	6	11	5	4	8	2	6	2	1	4	2	1	6	7	5	4
11	21	12	11	14	14	31	25	17	24	14	14	18	12	17	12	10	18	9	14	16
14	30	12	11	13	17	47	25	31	37	24	14	29	10	28	21	9	32	22	29	16
8	11	7	3	6	10	25	19	12	22	11	8	11	8	13	12	6	11	4	20	20
20	28	18	13	19	23	42	30	29	40	22	18	29	18	25	20	14	33	20	24	27
16	30	22	22	26	22	50	33	26	38	34	20	27	25	34	27	19	38	26	31	15
12	17	19	14	23	18	36	24	22	29	21	18	16	18	18	17	13	27	16	26	24
7	38	29	24	27	10	53	35	29	48	41	10	23	29	34	40	24	40	25	43	20
14	26	14	10	16	18	36	30	24	34	22	18	22	15	24	18	12	28	17	28	25
21	28	19	19	21	25	50	31	32	41	26	34	32	19	32	21	14	38	21	26	24
11	18	15	10	12	14	32	23	18	31	23	8	18	18	15	22	15	16	12	28	25
12	28	22	15	22	17	46	30	22	39	28	16	21	20	22	25	21	26	19	28	23
12	25	15	9	17	20	38	27	21	32	21	12	18	13	19	20	11	25	18	26	25
12	21	19	12	17	16	36	24	21	36	26	12	20	20	19	25	16	32	14	30	22
10	33	22	13	29	22	46	37	23	31	29	14	19	22	25	25	19	37	23	28	17
14	24	16	12	20	19	39	22	23	25	24	12	25	16	25	20	15	33	21	21	14
13	25	17	10	18	19	34	35	24	30	26	16	22	17	29	23	15	29	17	32	28
9	23	19	13	23	17	35	30	17	31	23	4	17	18	20	19	16	30	20	29	19
12	27	18	16	27	19	46	23	19	36	28	20	22	19	27	23	18	29	15	24	20
22	37	37	37	39	32	77	55	34	66	46	24	35	36	39	34	31	54	38	48	31
10	35	27	28	29	19	52	33	24	41	36	18	26	25	29	29	25	43	25	29	21
18	24	25	18	23	22	48	34	24	37	26	20	21	22	23	16	17	35	19	23	24
20	33	21	14	25	30	40	33	31	24	27	16	29	23	29	24	20	41	32	32	27
12	30	22	27	30	21	45	32	23	36	28	12	26	23	31	21	20	38	23	21	13
14	23	13	11	15	15	35	25	25	23	19	20	27	13	18	15	12	28	14	21	19
23	35	15	21	23	31	53	29	34	42	22	34	31	16	34	19	14	35	21	27	24
17	44	35	36	38	24	69	43	34	54	45	16	30	32	42	33	31	53	33	37	21
17	34	18	15	20	21	49	26	27	38	26	18	21	17	28	21	17	33	20	26	24
13	29	20	23	24	22	45	30	24	41	27	20	22	20	29	23	20	33	22	31	19
5	4	1	7	4	11	9	0	5	0	1	10	5	1	0	0	1	2	4	0	10
21	35	21	26	27	33	59	45	37	48	29	36	36	24	32	25	19	43	24	35	31
1	1	0	3	3	4	4	3	1	3	0	0	1	0	1	0	0	0	1	0	5
16	40	24	32	33	29	63	38	29	54	37	20	31	23	34	31	25	37	34	35	28
21	38	26	29	33	27	66	38	38	48	34	34	35	24	35	24	20	45	29	31	18
16	19	11	16	17	23	35	28	21	28	13	24	18	11	21	12	10	27	16	14	24
18	43	30	30	32	27	70	51	34	59	40	12	30	28	38	32	22	50	33	44	28
14	37	29	29	30	20	52	36	20	48	35	24	18	28	26	33	28	39	25	35	22
7	4	3	5	5	11	15	8	7	10	3	14	4	3	3	3	3	4	2	8	6
14	30	29	27	30	22	57	45	24	47	33	14	25	27	28	28	24	41	28	42	25
17	39	31	31	33	25	58	40	29	49	38	20	31	30	36	31	23	46	34	39	20
15	29	15	17	22	22	45	30	29	35	20	14	28	14	24	18	12	30	19	25	25
28	38	33	33	37	37	69	56	36	56	35	28	33	31	39	25	25	50	37	37	31
16	20	13	13	19	21	38	21	24	32	14	20	26	13	23	12	14	20	16	15	16
13	23	14	14	17	18	39	28	21	34	20	12	23	14	27	17	11	30	14	21	15
16	24	9	8	8	19	40	25	27	35	18	20	25	10	24	16	9	23	19	23	25
17	35	30	28	34	28	63	47	29	49	37	28	24	30	32	31	26	42	39	42	23
20	27	22	12	21	27	40	35	27	24	25	26	26	21	22	22	20	28	26	28	17
21	30	17	20	21	28	52	41	29	41	20	26	26	18	30	14	19	27	24	27	32
17	19	10	8	9	20	31	22	23	27	13	22	19	10	18	11	10	22	14	16	19
12	27	19	19	20	17	44	24	25	35	23	14	24	19	24	15	17	33	20	18	15
9	16	9	10	13	11	29	16	15	23	15	10	13	8	16	7	7	18	15	18	15
10	24	14	20	23	17	37	19	15	32	17	18	15	14	20	14	13	28	17	18	9
2	2	0	1	1	3	3	1	2	2	1	2	2	0	2	0	1	1	1	1	0
11	24	17	20	23	17	37	23	15	28	20	10	13	16	18	16	12	25	25	20	13
7	14	9	13	15	13	18	8	5	15	10	12	4	9	8	8	8	14	13	9	6
29	30	13	16	21	35	46	33	40	42	20	34	29	14	31	19	12	35	29	24	33
17	19	14	8	13	20	38	26	23	29	18	14	20	14	23	15	14	23	14	22	25
14	23	10	12	15	20	35	24	22	27	15	16	18	10	19	11	9	17	12	19	24
1	6	3	3	3	1	8	3	5	8	6	0	6	2	6	5	2	7	3	6	1
23	42	31	31	33	29	78	55	42	68	45	26	39	30	50	39	30	50	39	52	31
19	28	14	18	20	25	36	18	27	27	16	24	19	13	21	11	13	24	13	15	16
21	39	22	27	25	32	62	38	31	51	27	20	27	23	38	19	19	38	28	29	34
17	18	12	9	13	21	30	24	23	21	14	26	22	11	21	12	10	21	12	22	26
4	4	0	4	5	8	10	4	6	7	4	0	6	2	4	3	1	5	3	4	6
19	32	19	17	25	27	44	26	28	19	23	28	27	19	30	24	16	34	27	21	15
4	3	0	0	0	4	5	1	4	1	0	8	0	0	0	0	0	1	2	1	3
20	34	22	16	27	27	57	41	33	46	28	18	29	23	37	21	18	39	31	30	26
28	52	29	20	28	32	77	58	46	68	43	42	39	31	45	29	24	49	45	45	43
17	28	17	14	20	21	42	27	24	24	23	24	22	19	18	21	15	26	21	26	22
25	49	20	28	32	36	71	43	39	55	27	26	31	17	46	21	16	51	41	34	34
10	11	3	6	6	13	10	14	12	4	4	14	10	2	13	4	3	10	4	5	16
13	35	23	17	27	19	46	35	22	31	28	12	23	22	26	27	17	40	30	30	16
19	34	12	9	19	26	55	37	34	27	21	32	30	12	35	18	13	34	24	29	29
24	44	26	31	35	37	72	44	41	52	38	34	38	26	38	28	19	47	31	40	32
20	27	16	8	13	24	50	31	30	28	26	32	33	15	31	25	15	32	21	30	19
29	41	24	28	33	39	75	45	44	54	33	42	44	24	39	27	22	48	37	39	35
6	26	19	15	26	16	46	31	18	36	26	10	15	19	20	23	20	31	20	31	16
19	35	20	11	28	30	63	50	34	48	28	16	29	19	34	24	13	42	32	40	39
19	32	29	21	34	31	50	41	31	32	37	18	33	30	40	24	21	38	33	31	31
10	26	20	13	21	15	44	37	17	31	28	12	20	19	19	25	19	28	19	33	32
7	27	16	11	22	16	28	27	17	21	24	12	16	16	21	19	12	28	24	24	17
19	27	16	12	21	27	27	35	27	22	19	32	23	16	30	16	14	30	25	25	27
19	26	14	9	21	21	46	33	27	33	19	22	27	14	25	15	14	31	19	22	20
20	25	18	14	18	23	46	36	26	29	21	18	28	19	24	17	14	30	19	28	32
18	31	15	11	19	21	41	23	26	24	21	18	27	14	26	21	14	28	15	25	25
21	35	25	23	27	27	67	44	35	49	35	40	28	25	36	29	25	44	33	42	35
2	29	19	14	16	8	46	37	22	43	26	0	9	19	26	25	16	27	22	41	19
26	41	14	11	20	32	56	37	40	42	26	32	38	17	37	22	12	35	28	29	36
21	45	22	32	32	35	55	40	30	48	26	34	25	22	38	22	17	44	31	27	29
21	35	22	20	22	26	61	34	30	50	34	38	29	23	33	28	23	41	17	37	32
11	32	24	17	24	15	51	32	29	34	36	18	30	22	31	32	21	38	25	35	13
13	21	21	14	23	19	48	26	21	31	27	18	23	22	22	19	18	32	25	24	20
17	40	19	16	27	27	53	25	30	29	30	24	34	20	37	25	17	43	31	34	23
15	35	17	10	23	23	41	35	26	28	29	16	26	17	31	22	14	43	25	29	26
11	16	9	12	13	19	27	18	11	23	10	20	9	10	13	7	9	17	13	12	20
9	5	2	7	7	15	21	9	10	13	4	14	8	2	4	4	2	5	4	6	16
3	17	13	8	8	3	29	21	15	27	17	4	6	13	16	15	11	18	8	27	11
15	32	20	12	20	24	52	32	27	34	29	18	25	20	29	25	16	36	22	31	28
14	37	30	21	35	26	48	36	17	44	36	12	24	31	34	26	26	41	28	37	24
5	4	0	2	2	7	8	0	6	6	0	10	5	0	5	0	0	3	4	1	0
24	45	27	16	24	31	63	51	41	49	34	34	37	27	40	31	24	36	25	37	41
3	2	2	1	1	3	7	6	5	6	2	0	5	2	2	2	3	3	1	7	7
11	9	7	13	12	18	24	12	14	20	6	20	13	6	15	4	7	10	8	10	15
20	34	26	18	26	25	63	50	31	53	33	34	28	28	30	29	26	44	23	39	33
18	28	13	8	21	27	38	35	22	32	21	24	22	16	23	19	13	35	25	23	29
18	43	33	32	34	23	67	45	34	54	48	22	31	36	36	39	28	45	33	44	26
3	15	9	12	12	6	17	4	10	14	13	6	6	9	11	10	11	17	5	9	3
15	29	20	22	26	22	56	30	30	47	31	22	27	22	31	23	15	39	22	33	17
16	35	21	20	30	22	39	32	25	31	33	26	25	22	32	25	18	44	29	25	19
22	24	14	14	18	28	52	37	34	40	19	26	32	13	28	17	11	29	25	30	27
22	29	14	10	14	25	52	36	32	39	20	34	28	12	28	17	13	29	17	25	28
23	47	39	35	35	32	78	50	44	64	47	20	43	35	46	38	29	59	51	47	29
24	35	22	31	34	35	65	36	32	53	31	40	29	22	39	23	19	40	37	38	23
13	43	20	21	25	24	64	44	35	50	32	10	25	19	40	29	13	43	35	43	23
13	42	27	30	28	24	60	35	32	47	44	16	31	28	34	36	21	44	28	43	25
9	18	14	17	18	16	30	23	18	25	16	12	16	13	19	15	9	22	17	19	16
20	31	15	11	17	25	51	33	31	37	25	26	32	15	33	19	12	33	22	24	24
18	24	13	11	19	22	36	22	23	27	16	20	24	13	21	14	10	27	13	12	17
12	31	20	17	19	22	51	33	31	42	35	16	22	19	31	28	18	39	27	37	23
9	16	29	28	31	18	52	36	15	38	32	12	21	30	23	23	24	37	26	27	17
0	2	2	1	1	0	5	4	2	5	3	0	2	2	2	3	2	2	1	5	4
29	47	21	22	27	37	63	41	44	49	33	36	41	20	46	29	14	43	33	35	31
25	43	26	22	26	30	68	47	41	59	36	30	41	27	41	30	20	47	32	41	39
12	35	20	18	23	18	60	37	28	46	25	10	24	17	24	24	13	33	27	38	39
12	29	18	15	21	16	30	25	18	24	27	14	19	19	19	25	16	30	17	27	20
15	33	28	16	29	27	40	41	22	29	36	18	21	28	27	28	28	34	37	33	33
25	53	25	15	33	40	58	51	44	45	38	24	40	27	44	31	25	60	47	36	32
15	27	19	14	22	21	37	36	24	25	24	22	19	17	16	17	14	33	27	26	30
18	40	16	13	24	25	43	30	31	28	26	16	33	15	32	23	14	34	30	32	27
23	37	22	16	25	32	34	37	32	25	28	26	25	22	31	20	22	42	32	23	29
21	46	20	19	26	28	47	37	39	35	28	30	36	18	38	25	14	44	38	30	29
12	27	16	13	23	18	25	26	21	20	23	16	19	16	25	18	14	30	27	24	17
17	38	21	15	26	24	38	38	32	28	32	20	36	22	29	29	16	41	28	32	29
10	38	28	22	37	23	38	41	19	31	35	14	20	27	31	30	24	46	40	35	19
25	42	18	12	20	34	32	42	31	28	28	40	24	20	35	23	19	42	39	29	30
19	37	23	19	27	28	36	40	29	33	30	24	27	23	33	24	24	36	31	32	28
12	34	18	14	19	18	28	28	25	26	29	12	28	17	26	28	17	38	22	25	21
25	33	17	12	23	33	43	36	33	35	24	32	33	18	32	22	17	44	31	27	26
7	2	0	1	1	8	7	2	8	3	2	4	6	0	2	2	0	2	2	2	9
13	32	25	16	26	24	41	35	24	31	29	22	23	22	26	23	25	38	31	32	33
18	33	23	17	30	30	46	44	32	37	27	22	30	22	31	23	19	46	32	33	27
14	38	22	15	25	22	57	47	27	39	31	12	25	24	34	26	19	45	30	40	32
13	34	20	15	29	22	39	35	25	26	28	12	26	21	28	23	19	42	32	29	26
19	43	21	15	24	25	52	35	39	38	36	20	37	20	40	30	17	47	36	45	26
17	34	19	15	27	25	36	41	26	26	26	18	27	21	28	25	17	37	26	28	24
21	36	19	13	24	30	29	31	33	22	26	30	27	18	32	22	18	41	27	25	30
15	38	21	14	29	25	39	47	22	34	31	22	18	21	24	30	21	37	29	35	34
1	2	1	2	2	2	6	4	2	5	2	0	2	1	3	1	3	4	1	3	2
22	40	20	13	26	32	46	44	38	32	32	18	38	19	42	25	17	45	31	37	25
16	36	17	15	24	21	35	28	27	30	27	16	29	17	29	22	16	36	23	25	27
22	41	19	18	29	30	43	33	36	26	34	34	38	19	34	27	16	46	33	33	19
30	37	10	5	23	43	33	39	38	18	14	30	35	10	35	14	9	33	26	25	41
19	38	19	12	27	30	39	40	33	31	31	28	29	19	28	26	17	46	34	35	35
18	46	29	22	29	22	61	47	37	43	38	28	30	28	39	33	28	49	36	48	24
23	35	16	11	18	27	33	32	35	26	25	32	27	16	28	21	14	31	25	28	27
23	31	18	13	22	28	47	38	34	34	28	28	30	18	33	23	16	34	32	36	34
15	25	15	11	15	20	30	29	27	27	24	18	22	14	18	19	14	28	25	26	25
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	39	18	13	19	18	43	35	32	33	32	20	30	19	25	30	16	37	33	38	26
19	44	27	32	37	31	58	41	26	49	36	24	24	28	34	30	27	47	36	35	15
9	26	12	8	23	20	24	25	18	16	22	12	16	12	19	18	12	32	24	24	19
25	35	21	13	18	31	43	38	37	34	27	40	30	19	31	24	19	43	27	31	34
25	47	20	18	25	30	58	42	38	44	29	28	30	20	38	26	16	44	38	41	41
21	40	25	21	30	29	43	40	40	37	38	18	37	24	38	29	19	52	41	34	26
21	46	27	15	32	36	40	38	35	31	36	26	34	26	41	31	24	52	35	32	26
15	43	31	22	32	25	58	53	36	50	41	24	33	31	45	35	26	50	33	54	37
24	40	19	13	24	31	34	34	35	25	28	32	32	19	35	23	16	41	30	28	31
17	31	29	24	34	23	45	36	30	33	36	12	31	31	29	27	26	42	30	36	25
23	60	37	27	42	33	50	54	34	43	46	20	39	35	41	39	29	65	47	38	37
11	40	29	22	37	24	45	42	23	38	40	14	21	31	34	36	27	48	34	38	28
15	32	20	13	23	22	36	32	30	30	33	20	27	21	30	23	18	38	26	34	24
1	3	1	3	3	3	3	0	1	2	1	2	1	0	2	0	0	1	2	0	1
21	32	18	15	23	26	39	35	31	33	27	12	30	19	27	25	17	37	26	34	37
24	48	30	23	36	35	47	49	30	39	36	32	27	28	39	30	22	55	43	39	34
2	2	1	4	4	5	6	5	2	6	4	4	2	4	3	4	1	1	1	6	6
21	47	29	19	34	36	40	53	35	34	38	20	33	32	44	36	26	53	44	35	24
18	41	24	16	28	31	52	54	34	38	34	24	26	24	39	29	21	46	35	40	39
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	43	27	20	30	32	42	39	40	28	36	26	38	28	41	31	25	61	46	36	24
17	33	24	20	27	21	38	25	32	27	36	10	31	23	29	25	20	35	21	27	26
3	3	2	5	5	6	7	5	4	6	2	2	3	2	4	2	1	3	3	2	4
21	30	23	15	20	24	43	36	31	33	28	20	30	22	31	23	18	33	24	36	39
17	34	17	12	21	23	40	38	28	33	27	20	28	18	25	24	14	27	24	35	36
9	15	4	4	8	12	13	12	16	11	8	6	16	4	16	7	4	15	11	11	13
18	35	12	8	19	26	29	30	31	23	23	18	30	13	28	20	12	38	21	25	22
9	11	1	7	7	15	14	0	10	11	4	8	9	3	11	4	0	5	2	3	10
23	44	19	15	24	30	34	37	38	30	32	22	40	18	39	26	15	47	35	29	27
32	53	22	19	30	42	35	36	39	25	27	28	36	22	41	18	20	55	40	22	32
24	40	21	14	28	37	31	41	32	28	28	30	28	21	37	26	23	43	32	27	32
16	31	23	18	28	25	46	43	28	34	30	24	27	25	30	25	24	38	33	34	28
7	13	9	12	13	11	18	11	9	17	10	6	10	9	13	11	6	7	14	12	13
14	31	27	20	33	26	46	44	27	32	37	22	27	28	34	26	26	42	37	37	23
20	28	20	18	24	22	41	34	34	30	28	24	34	21	27	26	18	37	30	35	25
19	42	23	19	28	27	34	36	30	29	32	22	26	22	38	28	19	46	37	33	25
15	25	20	24	28	20	43	27	21	29	21	20	22	19	15	17	18	27	15	23	26
10	34	29	27	30	18	60	42	23	55	32	10	17	27	32	26	25	42	29	42	27
18	35	13	16	18	22	50	28	33	44	25	12	31	13	31	20	12	36	22	31	36
15	30	18	15	25	22	26	28	18	18	22	26	19	13	22	15	16	39	28	18	19
16	43	25	19	35	30	36	35	25	30	31	16	24	24	37	23	20	44	30	29	28
13	16	22	17	22	18	38	33	21	32	26	20	18	23	14	19	22	24	24	26	33
17	41	30	22	28	23	62	50	29	55	34	10	21	28	35	29	27	43	35	42	35
11	31	14	9	26	24	38	32	22	37	21	12	21	13	28	15	13	32	24	22	28
15	27	20	15	21	20	35	30	20	30	22	12	22	18	19	19	19	32	22	24	30
8	20	14	10	16	11	34	23	21	23	23	12	23	14	18	19	12	28	17	25	20
23	36	18	11	18	27	53	36	40	43	26	22	35	16	34	23	16	43	31	32	31
23	36	20	15	31	32	46	36	31	36	32	18	32	21	34	25	21	40	32	34	32
23	33	23	18	22	24	48	28	32	33	25	18	30	22	33	21	20	34	25	28	22
25	45	29	22	36	34	59	41	35	50	32	24	30	27	40	29	21	48	38	32	27
13	24	12	8	11	19	38	27	22	29	19	18	19	14	23	17	11	25	21	26	23
28	41	22	13	18	31	35	36	40	29	30	26	37	21	34	24	19	45	31	29	37
19	48	34	28	36	28	73	48	39	62	42	20	34	32	46	32	27	57	44	44	34
24	30	15	10	19	30	38	35	30	31	17	22	27	15	29	14	13	33	26	27	37
20	42	25	15	27	32	52	39	39	52	41	16	35	27	38	35	22	42	38	45	31
7	10	2	5	7	10	13	8	10	9	2	10	10	2	10	1	2	3	2	3	10
24	61	40	33	46	35	73	53	48	68	57	20	48	39	54	46	35	64	51	52	31
22	36	23	17	33	29	59	38	32	41	34	14	33	22	32	28	17	52	43	34	24
0	1	0	1	1	1	1	1	0	1	0	0	0	0	1	0	1	1	1	1	1
19	32	22	25	28	28	55	39	31	46	26	18	25	22	32	22	22	38	27	30	24
5	10	4	5	6	6	12	3	8	9	8	6	7	4	5	7	4	7	4	7	7
13	24	21	16	24	19	36	34	18	32	26	20	14	21	23	21	19	29	21	28	21
12	6	3	7	7	16	13	5	8	8	3	14	8	3	7	3	2	7	8	3	12
11	18	18	12	18	14	40	34	18	32	19	18	15	16	15	14	17	28	18	30	29
17	36	27	21	25	20	56	40	31	50	37	18	31	28	33	31	26	39	23	39	34
18	26	12	8	16	25	41	39	27	37	17	16	20	12	23	16	12	31	27	34	38
16	35	23	17	26	24	35	36	27	30	31	18	23	22	29	25	18	43	37	31	26
13	29	20	14	21	19	41	35	24	41	22	16	21	20	28	20	18	34	23	27	28
15	36	25	18	25	20	48	37	26	36	34	10	28	24	27	29	23	37	36	32	25
18	43	29	30	30	29	68	49	29	57	38	36	5	29	28	22	25	45	34	54	40
13	19	25	18	24	18	41	38	18	38	26	14	15	25	19	22	19	29	29	30	25
28	41	17	9	21	34	45	36	36	45	24	26	30	18	37	21	15	37	24	30	36
13	21	14	8	20	22	41	30	22	36	19	10	17	13	23	15	13	23	25	27	31
12	21	13	13	18	15	43	35	20	34	16	14	21	13	17	10	7	23	20	30	29
18	33	23	13	27	26	55	41	30	50	32	24	22	23	35	27	22	39	31	37	31
13	23	12	7	13	18	30	25	20	26	18	12	20	12	15	16	12	20	22	28	31
4	16	15	10	15	7	32	24	10	25	20	4	11	15	13	15	13	27	20	23	23
17	26	11	8	16	25	33	32	23	28	17	14	17	11	24	12	13	22	18	25	34
14	25	14	18	21	20	40	27	23	35	18	12	19	15	21	18	12	26	21	28	24
21	45	24	14	25	32	58	47	35	47	34	20	30	25	38	29	22	49	39	39	32
22	35	25	18	31	35	47	37	35	24	31	36	30	25	39	27	24	41	34	25	21
7	1	4	5	6	12	15	14	7	12	4	4	7	4	2	4	4	3	4	9	19
14	25	21	23	27	20	55	36	20	47	28	16	21	20	27	24	16	35	18	36	30
23	35	24	29	27	31	67	47	30	53	31	30	28	22	34	20	19	31	28	33	39
16	21	10	17	21	26	45	31	22	39	17	24	22	11	27	12	12	22	13	20	30
23	24	15	20	20	29	51	35	30	46	20	34	29	16	29	16	12	27	25	21	28
5	1	2	2	2	5	4	0	5	2	2	10	2	2	2	2	2	4	2	2	1
22	35	26	23	29	26	62	44	37	53	31	28	27	25	39	27	24	45	34	42	29
9	17	19	19	22	13	46	33	18	35	22	8	14	20	14	18	18	19	20	35	27
15	38	30	33	35	31	59	54	23	51	34	20	22	27	30	31	24	47	32	37	32
18	28	17	20	19	26	55	35	31	47	26	20	26	18	29	24	15	33	21	34	30
19	25	24	26	31	28	56	42	25	49	28	26	26	23	29	22	16	30	24	32	36
12	27	34	31	32	20	59	40	23	47	39	12	21	31	26	35	28	44	38	44	27
26	30	20	21	26	31	65	43	33	52	24	34	29	17	34	17	17	34	30	36	38
10	15	9	14	14	17	26	13	10	21	8	20	10	8	13	8	14	14	8	6	1
16	29	14	20	23	25	40	23	26	30	22	14	22	14	28	19	13	26	20	22	23
0	1	0	2	2	2	2	0	0	2	1	0	0	0	0	1	0	1	1	1	1
20	34	26	24	30	28	68	46	39	55	31	16	32	26	35	28	24	40	31	47	28
12	17	24	23	26	19	64	43	20	51	30	14	24	23	22	24	22	38	34	39	34
14	28	26	24	27	18	45	29	19	33	30	22	19	25	17	27	22	35	26	33	15
25	40	24	28	34	36	63	43	35	51	29	28	32	24	30	25	20	42	44	34	42
2	10	5	6	8	4	15	12	7	14	9	2	4	5	8	7	4	10	7	11	6
12	17	25	25	25	16	54	38	22	45	30	18	19	24	21	23	20	30	28	41	22
18	29	23	18	24	28	36	40	30	31	30	22	26	23	31	27	18	37	26	32	34
13	33	24	27	34	23	62	41	33	49	31	16	31	23	30	26	19	41	27	40	31
11	12	6	6	7	13	21	11	16	19	10	18	16	6	15	10	4	14	8	11	7
20	18	16	17	22	25	44	30	25	38	20	38	23	16	19	18	15	20	18	23	33
11	16	15	18	18	16	36	22	14	32	16	22	13	15	18	12	15	27	21	18	7
28	50	24	28	36	40	60	51	41	49	33	34	30	25	43	30	21	50	38	34	28
9	6	4	6	6	12	15	10	9	13	5	12	9	5	11	4	3	8	6	4	7
20	31	17	16	16	27	50	34	28	50	26	14	26	17	27	22	17	25	19	29	37
13	23	19	14	15	21	49	33	20	43	27	6	19	19	22	25	19	30	15	32	27
10	32	20	19	21	16	46	25	22	35	31	14	21	20	23	25	20	27	19	30	26
18	31	20	19	21	23	49	33	22	47	29	16	22	18	23	19	20	28	21	27	30
18	35	20	25	28	30	60	42	30	48	29	24	24	20	25	27	17	45	27	39	39
13	46	29	31	33	22	76	55	34	66	35	12	23	30	43	33	27	48	39	61	35
4	0	2	2	2	5	9	6	4	7	2	8	3	2	2	2	2	1	1	5	7
10	19	12	14	15	14	33	26	15	32	14	2	14	11	15	12	11	15	12	19	23
11	12	14	11	11	13	30	17	15	26	16	16	13	14	12	16	12	19	14	18	12
2	2	1	2	2	4	6	2	4	3	3	2	4	1	3	1	2	3	3	2	0
16	20	4	10	12	23	31	11	24	20	9	18	24	5	18	8	3	20	12	10	23
16	32	23	26	28	26	53	33	24	41	30	24	20	23	25	23	14	37	37	30	24
24	20	10	14	15	33	40	27	27	31	14	22	25	13	20	13	9	19	16	19	26
6	2	2	4	3	8	10	5	6	5	2	6	5	2	2	1	3	3	1	3	5
7	15	8	9	9	12	27	20	10	24	13	10	6	11	7	12	8	10	10	21	19
22	40	28	27	27	26	64	30	37	54	39	36	38	27	31	32	28	43	21	38	31
25	45	35	21	35	36	68	61	34	58	43	34	28	36	47	39	35	55	47	60	43
28	30	14	16	17	34	51	37	32	46	19	46	28	14	31	17	13	21	12	22	35
16	31	27	22	20	22	65	42	31	55	32	18	28	26	26	26	25	41	24	45	37
11	26	18	20	22	21	49	39	17	46	27	12	14	22	20	27	19	31	26	41	26
9	10	3	4	4	11	24	13	11	20	3	0	10	3	9	3	3	7	5	16	19
0	0	1	1	1	0	3	3	0	3	2	0	0	2	0	2	2	2	0	4	3
7	30	27	27	28	12	58	40	17	50	35	12	13	26	18	34	24	37	32	48	32
19	35	26	24	33	24	65	43	28	54	33	24	29	25	29	29	23	46	30	38	28
3	4	4	2	2	5	9	6	3	7	4	4	3	4	3	4	3	2	1	7	5
18	36	23	18	30	27	45	35	31	35	30	18	27	24	38	24	19	43	28	30	20
13	33	26	17	26	22	52	37	25	40	31	18	18	25	33	26	23	36	25	31	23
19	5	4	11	11	27	30	13	16	13	10	8	15	9	4	8	6	6	7	8	29
6	33	36	28	35	11	60	39	22	49	47	4	21	37	25	37	28	47	31	45	19
6	21	20	16	26	13	45	31	18	35	25	4	14	19	19	21	19	29	24	31	23
10	13	5	10	10	19	20	11	10	17	5	20	8	5	10	5	5	5	1	7	19
15	45	31	29	35	25	80	58	35	67	43	18	32	31	34	35	26	55	34	59	34
1	2	3	4	4	3	8	6	1	7	3	2	0	3	0	3	3	1	3	5	8
10	26	26	20	24	12	48	32	20	44	33	6	21	26	23	30	22	32	21	36	16
19	18	11	14	17	25	43	21	28	28	15	26	24	11	20	12	11	22	14	21	22
34	66	52	51	64	50	118	84	49	97	62	54	39	51	44	49	43	88	60	68	38
6	29	33	23	26	7	64	51	22	60	41	10	17	33	30	33	30	39	32	53	25
13	29	24	19	20	20	50	36	27	47	31	14	21	24	32	27	20	36	28	32	20
21	33	29	22	23	26	62	34	26	48	29	40	23	25	26	26	27	39	28	35	25
3	3	3	7	7	7	10	9	4	8	4	4	2	3	2	3	3	5	2	6	9
3	34	31	29	30	5	48	36	20	42	40	4	27	33	25	38	30	42	21	44	18
17	30	16	22	22	27	40	31	26	33	22	22	26	18	29	19	17	34	17	23	28
21	29	12	17	18	29	39	31	28	39	20	22	26	14	29	19	12	38	17	26	33
21	44	20	23	24	30	56	40	32	49	24	22	26	20	39	21	19	40	26	33	38
13	28	26	29	30	25	47	43	26	44	30	16	20	26	29	28	26	37	23	33	27
24	48	35	35	37	36	77	51	46	63	48	42	34	36	41	41	35	56	41	51	39
23	32	14	18	21	30	38	30	29	36	17	20	24	14	30	17	13	34	20	24	24
5	32	25	21	22	6	56	36	25	51	37	6	23	23	25	27	24	39	25	42	26
7	25	32	27	26	10	49	37	21	44	39	6	17	33	22	35	29	31	15	43	27
17	34	36	38	41	27	74	55	28	60	40	26	26	35	29	33	33	52	30	51	35
38	44	27	29	31	46	79	61	42	69	32	54	35	24	41	25	24	50	37	46	44
14	44	36	40	39	27	75	51	29	63	41	22	29	34	37	34	33	60	41	43	27
14	31	25	27	28	21	56	37	25	45	28	14	25	27	16	29	25	45	32	45	34
26	42	22	32	34	37	62	45	36	54	29	28	30	21	39	20	22	45	35	30	31
1	24	28	22	23	2	58	40	15	52	34	2	16	27	16	28	27	33	20	49	33
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	31	30	29	31	4	59	39	23	50	42	0	21	29	22	34	27	42	28	49	25
16	39	40	43	41	26	84	59	36	70	44	26	29	37	36	35	34	49	31	59	49
21	49	36	39	39	28	73	39	36	55	47	26	34	36	41	40	31	56	29	44	26
3	32	41	35	41	5	69	51	23	58	49	0	25	41	25	37	38	51	35	52	25
